ID_ACCI;FECHA_CORTE;FECHA;HORA;DEPARTAMENTO;CODIGO_VÍA;KILOMETRO;MODALIDAD;FALLECIDOS;HERIDOS
4677;20211222;20200531;22:35;ANCASH;PE-1N;335;ESPECIAL;0;0
4678;20211222;20200531;21:30;APURIMAC;PE-30;370;DESPISTE;0;0
4679;20211222;20200531;04:50;AYACUCHO;PE-3S;411;DESPISTE;1;0
4680;20211222;20200531;18:14;SAN MARTIN;PE-5N;471;DESPISTE;0;0
4681;20211222;20200601;13:40;MOQUEGUA;PE-36A;55;DESPISTE;0;0
4682;20211222;20200601;04:50;JUNIN;PE-22;141;CHOQUE;0;2
4683;20211222;20200601;13:55;LIMA;PE-1S;153;DESPISTE;0;1
4684;20211222;20200602;17:50;JUNIN;PE-3S;46;DESPISTE;0;0
4685;20211222;20200602;15:30;LAMBAYEQUE;PE-1NJ;150;DESPISTE;0;0
4686;20211222;20200602;09:40;ANCASH;PE-1N;237;DESPISTE;0;2
4687;20211222;20200602;16:55;APURIMAC;PE-30A;254;DESPISTE;0;2
4688;20211222;20200602;11:20;ANCASH;PE-1N;343;DESPISTE;0;0
4689;20211222;20200602;11:45;CUSCO;PE-3S;1083;CHOQUE;0;1
4690;20211222;20200603;07:00;LA LIBERTAD;PE-10A;18;DESPISTE;0;1
4691;20211222;20200603;20:00;PUNO;PE-34H;38;CHOQUE;1;1
4692;20211222;20200603;08:00;LAMBAYEQUE;PE-1NJ;40;CHOQUE;0;0
4693;20211222;20200603;06:30;UCAYALI;PE-18C;54;CHOQUE;1;4
4694;20211222;20200603;21:45;CAJAMARCA;PE-08;60;DESPISTE;0;0
4695;20211222;20200603;00:45;LIMA;PE-1N;103;DESPISTE;0;0
4696;20211222;20200603;09:40;PIURA;PE-1NJ;196;CHOQUE;0;0
4697;20211222;20200603;18:15;ICA;PE-1S;379;CHOQUE;0;7
4698;20211222;20200603;23:45;AREQUIPA;PE-1S;522;DESPISTE;0;0
4699;20211222;20200603;16:00;LAMBAYEQUE;PE-1N;704;CHOQUE;0;1
4700;20211222;20200604;21:00;PUNO;PE-3S;7;DESPISTE;0;1
4701;20211222;20200604;03:50;AREQUIPA;PE-1SD;32;DESPISTE;1;0
4702;20211222;20200604;05:30;TACNA;PE-36A;47;CHOQUE;1;1
4703;20211222;20200604;17:40;JUNIN;PE-22B;74;CHOQUE;0;0
4704;20211222;20200604;11:00;LIMA;PE-1S;99;CHOQUE;0;1
4705;20211222;20200604;13:25;MADRE DE DIOS;PE-30C;324;DESPISTE;0;1
4706;20211222;20200604;12:40;ANCASH;PE-1N;404;DESPISTE;0;1
4707;20211222;20200604;17:30;AREQUIPA;PE-1S;775;DESPISTE;0;0
4708;20211222;20200604;11:40;AREQUIPA;PE-1S;811;DESPISTE;0;3
4709;20211222;20200605;09:40;PIURA;PI-102;18;CHOQUE;0;0
4710;20211222;20200605;06:50;LIMA;PE-1NE;27;DESPISTE;1;0
4711;20211222;20200605;07:30;LIMA;PE-1S;56;DESPISTE;0;0
4712;20211222;20200605;15:55;LIMA;PE-22;97;CHOQUE;0;0
4713;20211222;20200605;07:40;JUNIN;PE-22B;101;CHOQUE;0;2
4714;20211222;20200605;11:45;JUNIN;PE-3N;138;CHOQUE;0;0
4715;20211222;20200605;15:30;LAMBAYEQUE;PE-1NJ;148;CHOQUE;0;0
4716;20211222;20200605;07:00;LIMA;PE-1N;157;CHOQUE;0;1
4717;20211222;20200605;17:20;AMAZONAS;PE-5N;304;CHOQUE;0;2
4718;20211222;20200605;04:40;ANCASH;PE-1N;402;CHOQUE;0;1
4719;20211222;20200605;04:30;LA LIBERTAD;PE-1N;530;DESPISTE;0;1
4720;20211222;20200605;02:30;LAMBAYEQUE;PE-1N;817;CHOQUE;0;3
4721;20211222;20200606;17:40;CAJAMARCA;PE-08;126;DESPISTE;0;0
4722;20211222;20200606;23:45;CUSCO;PE-28B;204;DESPISTE;0;1
4723;20211222;20200606;04:20;PUNO;PE-34A;245;DESPISTE;0;1
4724;20211222;20200606;08:30;AYACUCHO;PE-3S;444;DESPISTE;0;0
4725;20211222;20200606;21:30;AREQUIPA;PE-1S;541;DESPISTE;0;0
4726;20211222;20200606;18:40;AREQUIPA;PE-1S;633;DESPISTE;0;1
4727;20211222;20200607;19:20;LIMA;PE-22;121;DESPISTE;0;0
4728;20211222;20200607;03:50;LIMA;PE-1S;124;ESPECIAL;0;0
4729;20211222;20200607;14:50;LIMA;PE-1S;125;DESPISTE;0;1
4730;20211222;20200607;01:00;JUNIN;PE-22;141;DESPISTE;0;0
4731;20211222;20200607;22:30;AREQUIPA;PE-1S;763;DESPISTE;0;0
4732;20211222;20200608;01:45;PIURA;PE-1N;47;DESPISTE;0;2
4733;20211222;20200608;19:20;PUNO;PE-34H;48;CHOQUE;0;1
4734;20211222;20200608;23:30;LIMA;PE-1S;131;DESPISTE;0;0
4735;20211222;20200608;05:20;LIMA;PE-1N;168;CHOQUE;0;2
4736;20211222;20200608;11:00;LIMA;PE-1N;204;CHOQUE;0;0
4737;20211222;20200608;14:15;ANCASH;PE-1N;246;DESPISTE;0;1
4738;20211222;20200608;05:50;AYACUCHO;PE-3S;441;ESPECIAL;0;0
4739;20211222;20200608;00:10;PIURA;PE-1N;928;CHOQUE;0;1
4740;20211222;20200608;17:30;PUNO;PE-3S;1230;DESPISTE;1;1
4741;20211222;20200608;19:30;PUNO;PE-3S;1284;CHOQUE;0;0
4742;20211222;20200609;14:40;CUSCO;PE-34F;8;CHOQUE;0;1
4743;20211222;20200609;05:40;JUNIN;PE-3N;25;DESPISTE;0;2
4744;20211222;20200609;19:00;LAMBAYEQUE;PE-1NJ;64;DESPISTE;0;1
4745;20211222;20200609;15:10;JUNIN;PE-3S;73;DESPISTE;0;0
4746;20211222;20200609;09:11;LIMA;PE-22;99;ESPECIAL;0;0
4747;20211222;20200609;20:11;PASCO;PE-3N;139;CHOQUE;0;2
4748;20211222;20200609;15:00;AYACUCHO;PE-3N;139;CHOQUE;0;2
4749;20211222;20200609;16:30;AREQUIPA;PE-34A;145;CHOQUE;0;0
4750;20211222;20200609;18:50;ICA;PE-1S;209;ATROPELLO;1;0
4751;20211222;20200609;05:15;ANCASH;PE-1N;313;CHOQUE;0;0
4752;20211222;20200609;14:45;MADRE DE DIOS;PE-30C;314;ATROPELLO;0;1
4753;20211222;20200609;03:57;APURIMAC;PE-3S;797;DESPISTE;0;0
4754;20211222;20200610;20:10;LA LIBERTAD;PE-10A;20;ATROPELLO;0;1
4755;20211222;20200610;04:00;LIMA;PE-1S;57;DESPISTE;0;0
4756;20211222;20200610;15:35;LIMA;PE-22;65;ESPECIAL;0;0
4757;20211222;20200610;11:00;HUANUCO;PE-18A;90;DESPISTE;0;0
4758;20211222;20200610;17:30;AYACUCHO;PE-30A;102;DESPISTE;0;1
4759;20211222;20200610;04:50;JUNIN;PE-22;149;CHOQUE;0;0
4760;20211222;20200610;07:00;JUNIN;PE-22;166;DESPISTE;0;0
4761;20211222;20200610;16:30;APURIMAC;PE-30A;182;DESPISTE;0;0
4762;20211222;20200610;16:30;ICA;PE-1S;207;CHOQUE;0;2
4763;20211222;20200610;16:38;ANCASH;PE-3N;221;CHOQUE;0;1
4764;20211222;20200610;07:00;LA LIBERTAD;PE-1N;515;CHOQUE;2;0
4765;20211222;20200610;06:10;PUNO;PE-3S;1284;DESPISTE;0;0
4766;20211222;20200611;14:30;LIMA;PE-1N;16;DESPISTE;0;0
4767;20211222;20200611;03:50;LIMA;PE-1NE;27;DESPISTE;0;1
4768;20211222;20200611;21:30;JUNIN;PE-5S;34;CHOQUE;1;1
4769;20211222;20200611;05:30;LIMA;PE-1S;48;CHOQUE;0;1
4770;20211222;20200611;16:30;LIMA;PE-1N;62;DESPISTE;0;2
4771;20211222;20200611;16:30;APURIMAC;PE-30A;306;DESPISTE;1;0
4772;20211222;20200611;14:00;AYACUCHO;PE-3S;450;DESPISTE;0;4
4773;20211222;20200611;16:40;LAMBAYEQUE;PE-1N;787;CHOQUE;0;1
4774;20211222;20200611;06:30;LAMBAYEQUE;PE-1N;829;DESPISTE;0;0
4775;20211222;20200612;18:40;JUNIN;PE-3N;13;CHOQUE;0;0
4776;20211222;20200612;20:00;LIMA;PE-1S;32;ATROPELLO;1;0
4777;20211222;20200612;11:00;LIMA;PE-22;65;DESPISTE;0;0
4778;20211222;20200612;11:30;LIMA;PE-1S;141;CHOQUE;0;1
4779;20211222;20200612;15:25;LIMA;PE-1N;158;CHOQUE;1;1
4780;20211222;20200612;05:45;AMAZONAS;PE-5N;286;DESPISTE;0;0
4781;20211222;20200612;16:40;PUNO;PE-3S;1284;DESPISTE;0;1
4782;20211222;20200613;10:30;ANCASH;PE-16;12;ESPECIAL;0;0
4783;20211222;20200613;14:30;LIMA;PE-1N;16;DESPISTE;0;1
4784;20211222;20200613;09:45;LIMA;PE-1N;104;ATROPELLO;1;0
4785;20211222;20200613;11:45;LIMA;PE-1N;155;ATROPELLO;1;0
4786;20211222;20200613;20:40;ICA;PE-1S;243;CHOQUE;0;1
4787;20211222;20200613;08:30;ICA;PE-1S;385;CHOQUE;0;7
4788;20211222;20200613;21:20;SAN MARTIN;PE-5N;471;DESPISTE;0;1
4789;20211222;20200613;21:30;AREQUIPA;PE-1S;608;DESPISTE;0;0
4790;20211222;20200614;12:45;ANCASH;PE-16;52;DESPISTE;0;1
4791;20211222;20200614;17:50;LIMA;PE-22;125;DESPISTE;1;0
4792;20211222;20200614;11:15;CUSCO;PE-28B;175;DESPISTE;0;2
4793;20211222;20200615;17:30;AREQUIPA;PE-34E;2;CHOQUE;0;0
4794;20211222;20200615;07:35;CUSCO;PE-34G;8;DESPISTE;0;0
4795;20211222;20200615;01:40;JUNIN;PE-3N;49;DESPISTE;0;3
4796;20211222;20200615;13:00;CAJAMARCA;PE-3NB;51;DESPISTE;0;0
4797;20211222;20200615;08:40;PUNO;PE-34A;245;DESPISTE;0;0
4798;20211222;20200615;10:30;PUNO;PE-34A;290;CHOQUE;1;2
4799;20211222;20200615;08:10;ANCASH;PE-1N;398;CHOQUE;0;1
4800;20211222;20200615;05:30;PIURA;PE-1N;997;CHOQUE;0;4
4801;20211222;20200615;07:10;PUNO;PE-3S;1353;DESPISTE;0;0
4802;20211222;20200616;16:40;TACNA;PE-38;68;DESPISTE;1;10
4803;20211222;20200616;00:30;LIMA;PE-22;91;CHOQUE;0;3
4804;20211222;20200616;03:40;LIMA;PE-22;107;DESPISTE;0;0
4805;20211222;20200616;21:10;AREQUIPA;PE-34A;181;DESPISTE;0;0
4806;20211222;20200616;14:30;LIMA;PE-1N;182;CHOQUE;0;1
4807;20211222;20200616;07:15;ANCASH;PE-1N;237;DESPISTE;0;0
4808;20211222;20200616;05:10;SAN MARTIN;PE-5N;608;ATROPELLO;1;0
4809;20211222;20200617;13:30;HUANUCO;PE-18A;19;CHOQUE;1;0
4810;20211222;20200617;03:00;LIMA;PE-1S;84;DESPISTE;0;0
4811;20211222;20200617;09:00;LIMA;PE-1S;164;CHOQUE;0;1
4812;20211222;20200617;08:30;LIMA;PE-1N;203;DESPISTE;0;0
4813;20211222;20200618;04:30;LIMA;PE-1N;16;CHOQUE;0;0
4814;20211222;20200618;06:55;JUNIN;PE-22B;83;DESPISTE;0;0
4815;20211222;20200618;05:15;LIMA;PE-1S;125;DESPISTE;0;1
4816;20211222;20200618;14:25;LIMA;PE-1N;186;CHOQUE;0;0
4817;20211222;20200618;08:00;AMAZONAS;PE-5N;333;DESPISTE;0;1
4818;20211222;20200618;06:30;AYACUCHO;PE-3S;481;DESPISTE;0;0
4819;20211222;20200618;09:30;PUNO;PE-3S;1332;DESPISTE;0;2
4820;20211222;20200619;N.I.;LIMA;PE-1N;78;CHOQUE;1;2
4821;20211222;20200619;21:40;LIMA;PE-1S;126;ESPECIAL;0;0
4822;20211222;20200619;10:57;APURIMAC;PE-30A;335;DESPISTE;0;0
4823;20211222;20200619;22:45;AREQUIPA;PE-1S;730;DESPISTE;0;0
4824;20211222;20200619;16:45;PIURA;PE-1NL;1059;DESPISTE;0;2
4825;20211222;20200619;03:45;MOQUEGUA;PE-1S;1143;DESPISTE;0;0
4826;20211222;20200619;15:40;PUNO;PE-3S;1300;CHOQUE;1;0
4827;20211222;20200619;17:40;PUNO;PE-3S;1353;ATROPELLO;0;1
4828;20211222;20200620;06:00;JUNIN;PE-3S;5;DESPISTE;0;0
4829;20211222;20200620;N.I.;LIMA;PE-1N;10;CHOQUE;0;0
4830;20211222;20200620;00:00;CAJAMARCA;PE-3NB;37;DESPISTE;0;1
4831;20211222;20200620;07:25;LIMA;PE-1S;108;DESPISTE;0;2
4832;20211222;20200620;14:37;CAJAMARCA;PE-08;170;CHOQUE;0;0
4833;20211222;20200620;13:10;APURIMAC;PE-30A;367;DESPISTE;0;0
4834;20211222;20200620;13:00;AREQUIPA;PE-1S;865;CHOQUE;0;1
4835;20211222;20200621;22:00;PIURA;PE-1N;199;DESPISTE;0;0
4836;20211222;20200621;06:15;ANCASH;PE-1N;357;DESPISTE;0;0
4837;20211222;20200621;08:30;ANCASH;PE-1N;367;DESPISTE;0;1
4838;20211222;20200621;13:00;AREQUIPA;PE-1S;833;CHOQUE;0;1
4839;20211222;20200621;06:50;PIURA;PE-1N;987;DESPISTE;0;0
4840;20211222;20200622;21:30;TACNA;PE-1SD;12;CHOQUE;0;4
4841;20211222;20200622;12:30;UCAYALI;PE-18C;15;DESPISTE;0;5
4842;20211222;20200622;14:45;TACNA;PE-36;20;VOLCADURA;0;1
4843;20211222;20200622;23:55;ANCASH;PE-16;51;DESPISTE;0;0
4844;20211222;20200622;17:00;CAJAMARCA;PE-08;101;DESPISTE;0;1
4845;20211222;20200622;20:45;LIMA;PE-1S;116;DESPISTE;0;0
4846;20211222;20200622;16:30;CUSCO;PE-3S;1103;CHOQUE;0;1
4847;20211222;20200623;16:00;UCAYALI;PE-18C;24;CHOQUE;1;0
4848;20211222;20200623;08:20;LIMA;PE-1S;83;DESPISTE;0;0
4849;20211222;20200623;10:45;ICA;PE-1S;277;ESPECIAL;0;0
4850;20211222;20200623;22:45;ANCASH;PE-1N;293;CHOQUE;1;0
4851;20211222;20200623;16:45;LA LIBERTAD;PE-1N;516;CHOQUE;0;0
4852;20211222;20200624;22:00;CUSCO;PE-28G;38;ATROPELLO;0;2
4853;20211222;20200624;17:05;PIURA;PI-102;39;DESPISTE;0;1
4854;20211222;20200624;20:15;UCAYALI;PE-18C;42;DESPISTE;0;1
4855;20211222;20200624;15:00;LIMA;PE-1N;44;DESPISTE;0;0
4856;20211222;20200624;00:30;JUNIN;PE-3S;65;DESPISTE;0;0
4857;20211222;20200624;18:00;JUNIN;PE-3N;137;CHOQUE;0;1
4858;20211222;20200624;14:20;AREQUIPA;PE-34A;178;CHOQUE;0;1
4859;20211222;20200624;17:40;AREQUIPA;PE-1S;608;DESPISTE;0;0
4860;20211222;20200625;08:20;LIMA;PE-1N;48;DESPISTE;0;3
4861;20211222;20200625;22:58;AMAZONAS;PE-5N;123;CHOQUE;1;4
4862;20211222;20200625;12:40;APURIMAC;PE-30A;198;DESPISTE;0;1
4863;20211222;20200625;07:00;LIMA;PE-1N;203;DESPISTE;0;0
4864;20211222;20200625;06:20;ANCASH;PE-1N;264;DESPISTE;0;0
4865;20211222;20200625;07:40;APURIMAC;PE-30A;302;CHOQUE;0;0
4866;20211222;20200625;19:10;TACNA;PE-1S;1303;CHOQUE;0;0
4867;20211222;20200625;22:40;PIURA;N.I.;N.I.;DESPISTE;0;1
4868;20211222;20200626;19:00;CAJAMARCA;PE-3NB;4;ATROPELLO;1;0
4869;20211222;20200626;13:00;CAJAMARCA;PE-3N;9;DESPISTE;0;1
4870;20211222;20200626;06:35;LIMA;PE-1S;119;DESPISTE;0;0
4871;20211222;20200626;21:40;LIMA;PE-22;128;DESPISTE;0;2
4872;20211222;20200626;07:50;LA LIBERTAD;PE-1N;639;DESPISTE;1;0
4873;20211222;20200627;20:00;CAJAMARCA;PE-3NB;34;DESPISTE;0;4
4874;20211222;20200627;13:10;UCAYALI;PE-18C;46;DESPISTE;0;1
4875;20211222;20200627;02:10;UCAYALI;PE-18C;51;CHOQUE;0;1
4876;20211222;20200627;12:02;CAJAMARCA;PE-08A;62;DESPISTE;0;1
4877;20211222;20200627;00:20;PUNO;PE-1S;N.I.;DESPISTE;0;0
4878;20211222;20200628;06:55;UCAYALI;PE-18C;13;CHOQUE;0;1
4879;20211222;20200628;18:15;PUNO;PE-34H;54;CHOQUE;0;6
4880;20211222;20200628;10:10;AREQUIPA;PE-34A;83;DESPISTE;0;0
4881;20211222;20200628;12:00;LIMA;PE-22;110;DESPISTE;0;1
4882;20211222;20200629;09:40;AREQUIPA;PE-1SD;10;DESPISTE;0;2
4883;20211222;20200629;20:30;LIMA;PE-22;111;CHOQUE;0;3
4884;20211222;20200629;19:15;LIMA;PE-1S;170;CHOQUE;0;1
4885;20211222;20200629;16:50;MOQUEGUA;PE-1SD;197;DESPISTE;0;0
4886;20211222;20200629;06:25;ANCASH;PE-1N;240;DESPISTE;0;0
4887;20211222;20200630;07:51;AREQUIPA;PE-34A;4;ATROPELLO;1;0
4888;20211222;20200630;22:30;TACNA;PE-1SD;15;CHOQUE;0;0
4889;20211222;20200630;10:00;ICA;PE-1S;188;DESPISTE;0;2
4890;20211222;20200630;06:00;ANCASH;PE-1S;417;CHOQUE;0;0
4891;20211222;20200630;14:10;LA LIBERTAD;PE-1N;514;VOLCADURA;0;0
4892;20211222;20200630;05:30;LA LIBERTAD;PE-1N;678;CHOQUE;1;2
4893;20211222;20200630;08:20;CUSCO;PE-3S;999;CHOQUE;0;1
4894;20211222;20200630;18:35;PUNO;PE-3S;1284;CHOQUE;0;1
4895;20211222;20200701;08:30;JUNIN;PE-22;20;DESPISTE;0;0
4896;20211222;20200701;06:00;LIMA;PE-1S;23;CHOQUE;0;3
4897;20211222;20200701;17:40;ANCASH;PE-3N;75;CHOQUE;0;1
4898;20211222;20200701;17:00;CAJAMARCA;PE-06B;152;CHOQUE;0;0
4899;20211222;20200701;18:15;AMAZONAS;PE-04A;185;DESPISTE;0;0
4900;20211222;20200701;06:20;ANCASH;PE-1N;226;DESPISTE;0;0
4901;20211222;20200701;17:30;PIURA;PE-1N;252;CHOQUE;0;4
4902;20211222;20200701;15:45;PUNO;PE-36A;303;CHOQUE;0;1
4903;20211222;20200701;14:30;AYACUCHO;PE-3S;327;CHOQUE;0;1
4904;20211222;20200701;00:30;ANCASH;PE-1N;444;CHOQUE;0;1
4905;20211222;20200701;09:20;LA LIBERTAD;PE-1N;705;DESPISTE;0;0
4906;20211222;20200701;20:00;LAMBAYEQUE;PE-1N;793;CHOQUE;0;0
4907;20211222;20200702;01:30;CAJAMARCA;PE-08A;47;DESPISTE;0;1
4908;20211222;20200702;16:30;LIMA;PE-1N;123;DESPISTE;0;2
4909;20211222;20200702;19:10;MOQUEGUA;PE-1S;127;DESPISTE;0;1
4910;20211222;20200702;14:00;ANCASH;PE-16;154;DESPISTE;0;2
4911;20211222;20200702;05:00;AREQUIPA;PE-1S;167;CHOQUE;2;2
4912;20211222;20200702;04:35;ICA;PE-1S;182;CHOQUE;0;3
4913;20211222;20200702;09:20;ANCASH;PE-1N;275;DESPISTE;0;0
4914;20211222;20200702;09:30;MOQUEGUA;PE-1S;1279;DESPISTE;1;1
4915;20211222;20200703;02:00;UCAYALI;PE-18C;108;DESPISTE;0;0
4916;20211222;20200703;21:30;LAMBAYEQUE;PE-1N;119;ESPECIAL;0;1
4917;20211222;20200703;02:20;LIMA;PE-22;122;DESPISTE;1;2
4918;20211222;20200703;16:40;AYACUCHO;PE-3S;130;DESPISTE;0;0
4919;20211222;20200703;19:15;AMAZONAS;PE-04A;234;CHOQUE;0;1
4920;20211222;20200703;03:45;ANCASH;PE-3N;693;DESPISTE;0;0
4921;20211222;20200704;21:45;JUNIN;PE-22;70;DESPISTE;0;1
4922;20211222;20200704;17:38;AYACUCHO;PE-28B;79;CHOQUE;0;2
4923;20211222;20200704;16:40;CAJAMARCA;PE-08;110;DESPISTE;1;1
4924;20211222;20200704;07:00;LIMA;PE-1N;110;CHOQUE;0;3
4925;20211222;20200704;22:30;ICA;PE-30A;144;CHOQUE;0;2
4926;20211222;20200704;19:00;LA LIBERTAD;PE-1N;596;DESPISTE;1;0
4927;20211222;20200705;23:45;AMAZONAS;PE-5N;9;CHOQUE;0;1
4928;20211222;20200705;21:00;APURIMAC;PE-04A;12;CHOQUE;0;4
4929;20211222;20200705;02:30;LIMA;PE-1N;147;DESPISTE;0;1
4930;20211222;20200705;10:30;APURIMAC;PE-30A;254;DESPISTE;3;2
4931;20211222;20200705;00:30;AREQUIPA;PE-1S;592;DESPISTE;0;1
4932;20211222;20200706;19:40;PIURA;PE-02A;1;CHOQUE;0;2
4933;20211222;20200706;14:30;LORETO;LO-103;3;ATROPELLO;0;1
4934;20211222;20200706;18:45;PIURA;PE-1N;102;DESPISTE;0;0
4935;20211222;20200706;06:40;LIMA;PE-1S;108;CHOQUE;1;3
4936;20211222;20200706;05:30;LIMA;PE-1S;163;CHOQUE;0;1
4937;20211222;20200706;15:00;PIURA;PE-1N;260;DESPISTE;0;2
4938;20211222;20200706;19:30;LA LIBERTAD;PE-1N;558;ATROPELLO;1;0
4939;20211222;20200706;21:00;PUNO;PE-3S;1219;CHOQUE;1;1
4940;20211222;20200706;16:30;CAJAMARCA;PE-3N;1378;DESPISTE;1;1
4941;20211222;20200706;19:20;PUNO;PE-1S;1467;CHOQUE;0;0
4942;20211222;20200707;23:30;ANCASH;PE-16;12;CHOQUE;0;1
4943;20211222;20200707;10:30;ANCASH;PE-1N;34;DESPISTE;0;0
4944;20211222;20200707;N.I.;LIMA;PE-1N;74;CHOQUE;0;0
4945;20211222;20200707;09:30;HUANUCO;PE-18A;103;DESPISTE;0;1
4946;20211222;20200707;18:20;AYACUCHO;PE-22;129;CHOQUE;0;0
4947;20211222;20200707;17:15;LIMA;PE-1N;142;DESPISTE;0;2
4948;20211222;20200707;10:50;AREQUIPA;PE-34A;179;DESPISTE;0;1
4949;20211222;20200707;08:10;HUANUCO;PE-5N;452;CHOQUE;0;0
4950;20211222;20200707;20:00;LAMBAYEQUE;PE-1N;727;CHOQUE;1;0
4951;20211222;20200707;05:00;CUSCO;PE-3S;1142;DESPISTE;0;0
4952;20211222;20200707;10:50;MOQUEGUA;PE-1S;1219;CHOQUE;0;0
4953;20211222;20200708;13:15;LAMBAYEQUE;PE-1N;13;CHOQUE;1;0
4954;20211222;20200708;17:40;PIURA;PE-1N;48;DESPISTE;0;0
4955;20211222;20200708;18:19;HUANUCO;PE-18A;50;DESPISTE;0;1
4956;20211222;20200708;19:00;AYACUCHO;PE-30A;101;DESPISTE;0;1
4957;20211222;20200708;20:20;ICA;PE-30A;101;DESPISTE;0;1
4958;20211222;20200708;19:50;ANCASH;PE-1N;329;DESPISTE;0;1
4959;20211222;20200708;13:00;ANCASH;PE-1N;399;DESPISTE;0;0
4960;20211222;20200708;12:26;MADRE DE DIOS;PE-30C;403;DESPISTE;0;0
4961;20211222;20200708;21:50;ANCASH;PE-3N;571;CHOQUE;0;1
4962;20211222;20200708;17:50;AREQUIPA;PE-1S;728;DESPISTE;0;0
4963;20211222;20200708;15:15;LAMBAYEQUE;PE-1N;842;CHOQUE;1;0
4964;20211222;20200709;20:30;PIURA;PE-1N;31;CHOQUE;1;0
4965;20211222;20200709;11:55;CAJAMARCA;PE-08B;45;ATROPELLO;0;1
4966;20211222;20200709;12:29;AREQUIPA;PE-34A;55;CHOQUE;0;0
4967;20211222;20200709;23:00;LIMA;PE-1N;136;ATROPELLO;1;0
4968;20211222;20200709;16:30;MADRE DE DIOS;PE-30C;324;CHOQUE;0;0
4969;20211222;20200709;08:20;LA LIBERTAD;PE-1N;518;CHOQUE;0;0
4970;20211222;20200709;20:20;LA LIBERTAD;PE-1N;525;ATROPELLO;1;0
4971;20211222;20200709;18:40;APURIMAC;PE-3S;645;ATROPELLO;1;0
4972;20211222;20200709;03:45;AREQUIPA;PE-1S;732;CHOQUE;0;0
4973;20211222;20200709;07:35;TUMBES;PE-1N;1298;CHOQUE;0;2
4974;20211222;20200710;19:00;PUNO;PE-36B;12;DESPISTE;0;0
4975;20211222;20200710;14:05;LIMA;PE-1NA;16;DESPISTE;0;0
4976;20211222;20200710;07:00;LIMA;PE-1S;142;CHOQUE;1;7
4977;20211222;20200710;05:30;CUSCO;PE-28B;243;DESPISTE;0;1
4978;20211222;20200710;10:00;PUNO;PE-30A;290;DESPISTE;0;2
4979;20211222;20200710;18:00;ANCASH;PE-16;654;DESPISTE;0;2
4980;20211222;20200710;09:30;SAN MARTIN;PE-04A;750;CHOQUE;0;1
4981;20211222;20200710;04:00;AREQUIPA;PE-1S;830;CHOQUE;1;3
4982;20211222;20200711;06:10;PIURA;PE-02D;0;CHOQUE;0;2
4983;20211222;20200711;05:30;LIMA;PE-1NA;16;DESPISTE;0;0
4984;20211222;20200711;02:30;TACNA;PE-36A;31;DESPISTE;0;0
4985;20211222;20200711;05:40;LIMA;PE-1S;35;DESPISTE;0;1
4986;20211222;20200711;19:15;TACNA;PE-1SD;47;CHOQUE;0;0
4987;20211222;20200711;14:35;JUNIN;PE-3N;56;CHOQUE;1;3
4988;20211222;20200711;06:10;CUSCO;PE-3SG;69;ESPECIAL;1;0
4989;20211222;20200711;15:45;LIMA;PE-1S;82;DESPISTE;0;2
4990;20211222;20200711;07:30;ANCASH;AN-100;86;DESPISTE;0;0
4991;20211222;20200711;22:40;UCAYALI;PE-04A;178;CHOQUE;1;0
4992;20211222;20200711;18:45;ICA;PE-1S;182;CHOQUE;0;2
4993;20211222;20200711;17:30;ANCASH;PE-1N;240;DESPISTE;0;1
4994;20211222;20200711;08:30;ANCASH;PE-1N;338;DESPISTE;0;0
4995;20211222;20200711;13:40;APURIMAC;PE-30A;384;DESPISTE;0;1
4996;20211222;20200711;09:45;AREQUIPA;PE-1S;1025;CHOQUE;0;1
4997;20211222;20200711;07:15;LA LIBERTAD;PE-3N;1052;DESPISTE;0;0
4998;20211222;20200712;13:00;AREQUIPA;AR-109;6;CHOQUE;0;0
4999;20211222;20200712;11:08;LIMA;PE-1N;19;DESPISTE;0;0
5000;20211222;20200712;10:30;LIMA;PE-22;29;CHOQUE;0;3
5001;20211222;20200712;14:10;CUSCO;PE-28B;105;DESPISTE;1;3
5002;20211222;20200712;17:30;LIMA;PE-16;137;DESPISTE;0;4
5003;20211222;20200712;12:30;AREQUIPA;PE-34A;179;DESPISTE;0;3
5004;20211222;20200712;05:15;AYACUCHO;PE-28A;442;DESPISTE;0;0
5005;20211222;20200713;08:20;CAJAMARCA;PE-06B;3;DESPISTE;0;1
5006;20211222;20200713;23:05;LAMBAYEQUE;PE-1NJ;42;CHOQUE;0;0
5007;20211222;20200713;22:50;LIMA;PE-1N;110;DESPISTE;0;0
5008;20211222;20200713;18:30;SAN MARTIN;PE-04A;587;DESPISTE;0;2
5009;20211222;20200714;11:55;LIMA;PE-16;8;DESPISTE;0;2
5010;20211222;20200714;18:10;LIMA;PE-16;55;DESPISTE;0;1
5011;20211222;20200714;11:55;LIMA;PE-1N;102;DESPISTE;0;0
5012;20211222;20200714;18:00;LIMA;PE-1N;107;VOLCADURA;1;1
5013;20211222;20200714;19:40;LIMA;PE-1N;164;CHOQUE;0;0
5014;20211222;20200714;06:30;ANCASH;PE-1N;248;ESPECIAL;0;0
5015;20211222;20200714;05:40;LA LIBERTAD;PE-1N;519;CHOQUE;1;1
5016;20211222;20200715;17:40;JUNIN;PE-24;0;CHOQUE;0;2
5017;20211222;20200715;00:50;AREQUIPA;PE-34A;122;CHOQUE;1;1
